m,n,basis,time_distribution,
32,9,3,1
37,9,3,2
33,9,2,4
40,10,4,2
32,10,4,3
42,10,3,1
33,10,2,4
35,9,1,4
41,10,3,2
32,10,4,2
34,10,3,1
37,10,3,2
34,10,4,1
35,10,1,4
46,10,3,3
31,10,4,1
31,10,3,1
34,10,3,3
41,10,1,4
45,10,1,4
31,10,3,3
46,10,3,3
47,10,3,1
60,10,1,4
33,10,4,2
33,10,4,1
35,10,1,4
42,10,3,3
